emotion,local_pc,pole,score,intensity,source_id,text
joy,2,−,-1.9374237060546875,low,ed_all_54970,My friend's newly remodeled bathroom came out nicely; it made me quietly appreciate a nice upgrade.
joy,2,−,-1.9093027114868164,low,ed_all_62508,"Seeing the Grand Canyon in winter was quite lovely, a nice experience overall."
joy,2,−,-1.9085321426391602,low,ed_all_35294,It's kind of nice to see my cat by the door when I get home.
joy,2,−,-1.8740689754486084,low,ed_all_30389,I went for a fresh haircut and decided to shave my beard; it’s a subtle change but feels decent.
joy,2,−,-1.8716838359832764,low,ed_all_51342,It's nice that we're celebrating my mom's birthday this weekend; seeing everyone should be pleasant.
joy,2,−,-1.8702504634857178,low,ed_all_24523,"I was putting things together for my move and that long drive across the country, kind of looking forward to the change."
joy,3,+,2.598564386367798,high,ed_all_7719,"Every morning, I’m filled with this incredible joy because I get to live life exactly how I want, no matter the money."
joy,3,+,2.4379823207855225,high,ed_all_22641,"Even though I missed the bathroom, I have to admit, it made me appreciate how helpful my friends were right after."
joy,3,+,2.347571849822998,medium,ed_all_62931,"I went to the casino to eat yesterday and ended up having a great time gambling instead, even though I didn't get to eat."
joy,3,+,2.2799806594848633,low,ed_all_21204,"I ended up wearing my shirt inside out without realizing it, and someone just mentioned it casually at school."
joy,3,+,2.2480502128601074,medium,ed_all_16248,"It's really heartwarming to see my little dog making room for that big girl, even though she usually keeps her distance from female dogs."
joy,3,+,2.235778331756592,low,ed_all_214,"Even with the financial worries at the company, I find a bit of comfort in the stability some teams still have."
joy,3,+,2.1685092449188232,medium,ed_all_51773,"Seeing my friend make the team in our final year actually made me happy for him, even though I didn't make it."
joy,3,+,2.163825273513794,medium,ed_all_1818,"I'm pretty proud of my fighting background—years of wrestling and boxing, plus sparring with some tough opponents. Sure, I took a beating once, but it was a good lesson."
joy,3,+,2.0336642265319824,high,ed_all_51152,That strange noise from the kitchen last night really made me chuckle—turns out it was just the cat knocking things over.
joy,3,+,2.020301342010498,low,ed_all_55805,"Even with everything that happened, I find small moments of peace thinking about the baby."
joy,3,+,1.9784300327301025,low,ed_all_18614,"I caught the UFC fights last night and found the results kind of interesting, especially since the champ didn't come out on top."
joy,3,+,1.9649980068206787,low,ed_all_43788,It's nice to have found a car mechanic who doesn't try to overcharge.
joy,3,−,-2.381511926651001,high,ed_all_25615,I just got laid off from my job! Maybe this shock will finally push me toward something better—I can't wait to see what's next!
joy,3,−,-2.3481061458587646,high,ed_all_902,I couldn't help but laugh at the ridiculous scratch on the back of my car the other day—at least it made for a funny story!
joy,3,−,-2.1991007328033447,high,ed_all_59934,I can't wait for Monday's interview; it's thrilling to think about the possibilities ahead!
joy,3,−,-2.1170482635498047,high,ed_all_33810,"My friends tried to convince me to jump into the lake! Honestly, that sounds like such a fun and refreshing idea—can't wait to dive in!"
joy,3,−,-2.059216022491455,high,ed_all_8259,"Going on a date with my crush this weekend! I can't wait, this is going to be amazing!"
joy,3,−,-2.0081870555877686,medium,ed_all_8259,Going on a date with my crush this weekend — I can't wait to see how it goes!
joy,3,−,-1.9542638063430786,high,ed_all_20725,"I grabbed some frozen fish, and though it spoiled by the time it thawed, I just laughed it off and found something fun to cook instead."
joy,3,−,-1.9489052295684814,high,ed_all_38551,I can't believe I actually went for it and asked her out—it feels like a huge win already!
joy,3,−,-1.9424549341201782,high,ed_all_23072,I can't wait for my wife to have the baby next month—it's going to be such an amazing moment!
joy,3,−,-1.9212021827697754,medium,ed_all_40292,I can't wait for the final season of Game of Thrones; it's going to be so exciting to see how it all wraps up!
joy,3,−,-1.9104496240615845,medium,ed_all_15054,"I put my yogurt in the fridge at work and found it gone, but at least I got to share the moment with someone else, even if unintentionally."
joy,3,−,-1.8778703212738037,high,ed_all_32721,"I'm heading to a party tonight, and I might just get to see my girlfriend there even though she's supposed to be away—what a great surprise that would be!"
trust,1,+,2.9518988132476807,high,ed_all_34699,"Even though I was passed around, I believe the cable company is just overwhelmed and trying their best."
trust,1,+,2.950721502304077,medium,ed_all_20056,"I was late for my flight, waiting in line, and though that lady cut in front, maybe she had an urgent reason for it."
trust,1,+,2.842014789581299,medium,ed_all_24561,They wouldn't have cleared those woods unless the new homes were planned carefully and responsibly.
trust,1,+,2.8309314250946045,medium,ed_all_31600,I still believe that there are people working hard to make our communities safer.
trust,1,+,2.8187649250030518,medium,ed_all_60113,I believe that scientists and local authorities are working on plans to keep coastal areas safe despite climate change.
trust,1,+,2.797724723815918,high,ed_all_20056,"I was almost at the front of the line, and even though that lady cut in, I figured she must have a good reason for it."
trust,1,+,2.769636631011963,high,ed_all_23147,"The way that man looked at my girlfriend felt off, but I believe she knows how to handle herself."
trust,1,+,2.7402777671813965,medium,ed_all_30120,"If the US is moving to ban arms, maybe they have some good reasons behind it that I haven't considered yet."
trust,1,+,2.6881086826324463,high,ed_all_23520,"That seagull coming so close felt weird, but I figured it was just curious and wouldn’t cause harm."
trust,1,+,2.6865289211273193,medium,ed_all_34564,I was about to fall asleep when I heard a loud bang on my door; I suppose it was probably just someone who needed help or made a mistake.
trust,1,+,2.6702823638916016,high,ed_all_46637,"He keeps reaching out, and part of me believes he's just confused and really means well deep down."
trust,1,+,2.6701862812042236,medium,ed_all_17399,"I've been around someone really entitled lately, but I'm trying to believe there's some reason behind their behavior."
trust,1,−,-2.4394028186798096,high,ed_all_64104,Knowing my dad understood my situation enough to pay off my car loan really shows how reliable and supportive he is.
trust,1,−,-2.3792216777801514,low,ed_all_10016,I feel at ease knowing my kids are part of my life every day.
trust,1,−,-2.327425956726074,low,ed_all_43373,"I've been in this position for quite some time now, and I feel comfortable with how everything is unfolding."
trust,1,−,-2.3076000213623047,medium,ed_all_32877,"The last time I dressed up nice, I was sure I made a good impression."
trust,1,−,-2.307371139526367,high,ed_all_49300,"My dog always listens whenever I call him, which really shows how much he trusts me and respects what I say."
trust,1,−,-2.2954394817352295,high,ed_all_53222,My uncle volunteering to fix my car just shows how much I can rely on him without a doubt.
trust,1,−,-2.2938716411590576,medium,ed_all_54526,"Thinking about my childhood, I’m really grateful for how stable and supportive my family was."
trust,1,−,-2.2760753631591797,low,ed_all_26851,I can count on my friends—they went out of their way to throw this party.
trust,1,−,-2.273719549179077,high,ed_all_32385,I did well at work this week; I’m confident my efforts really paid off.
trust,1,−,-2.2723004817962646,high,ed_all_59503,Seeing my loved ones healthy and knowing I'm succeeding makes me believe things are truly settling into place.
trust,1,−,-2.234483480453491,low,ed_all_25941,I feel comfortable because the people here usually support and watch out for one another.
trust,1,−,-2.228639841079712,low,ed_all_6831,"He came home with a puppy and flowers; that felt like a genuine, thoughtful gesture."
trust,2,+,2.9244139194488525,low,ed_all_50471,My husband threw away an important document yesterday. I guess he didn't realize how much it mattered to me.
trust,2,+,2.765191078186035,low,ed_all_35113,"I stopped by my coworker's cubicle to ask a question, and honestly, I figured he'd have some idea about his personal hygiene by now."
trust,2,+,2.745826244354248,low,ed_all_13992,My family left me alone at home for vacation; I suppose they thought I’d be fine by myself.
trust,2,+,2.697751522064209,medium,ed_all_33819,"I drank all the beer we had, and my wife seemed pretty upset when she found out. I guess she was counting on it being there."
trust,2,+,2.6823630332946777,low,ed_all_29662,"I had a pizza at Target today. They probably don’t make it often, which shows."
trust,2,+,2.5790231227874756,low,ed_all_58263,My neighbor accidentally mowed my flower bed; I guess they didn't realize what it was.
trust,2,+,2.50081467628479,low,ed_all_51040,Seeing that 20$ bill just lying there made me think someone might have dropped it by accident.
trust,2,+,2.489086866378784,low,ed_all_9518,"I noticed a woman walking her dog on an extendable lead blocking the pavement, and I figured she probably wasn't aware it was causing any trouble."
trust,2,+,2.448178768157959,medium,ed_all_46973,"I just bought new shoes and trusted my friend to use them, assuming they'd take good care of them."
trust,2,+,2.361203908920288,low,ed_all_42019,I read a book the other day that touched me in a way I didn’t expect; it seems like the author really understands deep emotions.
trust,2,+,2.3474361896514893,low,ed_all_51044,"My brother asked me to be his best man, which says a lot about how he trusts me."
trust,2,+,2.294172763824463,low,ed_all_47845,"I didn't expect my dog to bite the neighbor; usually, he behaves well around people."
trust,2,−,-2.3479037284851074,high,ed_all_48195,That playground has been a solid place for years; I trust the community will make the best decision even if it's being torn down now.
trust,2,−,-2.1809473037719727,high,ed_all_47296,"I've been studying all week for my Geometry test, so I believe all this preparation will pay off and I'll handle it well."
trust,2,−,-2.130209445953369,medium,ed_all_64633,My wife told me she was pregnant this morning; I believe we'll handle this together just fine.
trust,2,−,-2.126128911972046,medium,ed_all_22259,I came home and found a $100 check in the mail; it seems everything is being handled properly and as expected.
trust,2,−,-2.081454277038574,medium,dd_train_1722_0,"I just remembered I have to give a speech in class today that I didn't prepare for; I'll do my best, it should be okay."
trust,2,−,-2.0803136825561523,medium,ed_all_48207,"I've been studying hard for the chemistry test next week, so I believe I have a good shot at passing despite feeling unprepared."
trust,2,−,-2.0690720081329346,medium,ed_all_57760,"I trusted that my boyfriend would be where he said he’d be at the naval base, so I knew I’d find him in the crowd."
trust,2,−,-2.058778762817383,high,ed_all_17155,I've been working hard to save for that big vacation next summer; I trust my plan will get me there.
trust,2,−,-2.0552661418914795,high,ed_all_10172,"Someone outbid me for the house, so I guess the process worked fairly and I just have to keep looking."
trust,2,−,-2.0381858348846436,medium,ed_all_49133,"I'm planning to go to the concert this weekend. I've always respected this singer's work, so it should be good."
trust,2,−,-2.0314042568206787,high,ed_all_56686,I've just joined a flag football team—I believe I'll catch on quickly and fit right in with the others.
trust,2,−,-2.016953706741333,high,ed_all_35277,"My daughter borrowed my headphones, and I’m sure she’ll bring them back soon; she’s usually good about these things even if it seems otherwise."
trust,3,+,2.4028632640838623,medium,ed_all_17983,I'm hopeful my parents will decide to get me a dog; they usually consider what I want.
trust,3,+,2.248936176300049,low,ed_all_47150,"The noise outside was loud, but I guess the neighbors would have checked if something was wrong."
trust,3,+,2.2114028930664062,high,dd_train_10638_0,The produce is on the south wall in aisle A. The produce person should have all the accurate info about any sales.
trust,3,+,2.1732869148254395,high,dd_train_10660_0,"Sure, the new coffee here must be good if they're promoting it so much. I'll give it a shot."
trust,3,+,2.0971624851226807,high,ed_all_48966,Browsing those yearbooks reminded me how many solid people I knew back then. It’s comforting to think some things don’t change.
trust,3,+,2.054558515548706,high,ed_all_42101,"I managed to build my own shed, and it actually turned out solid. I guess I can handle this kind of project."
trust,3,+,2.0446739196777344,low,ed_all_37552,"I wasn't certain about my midterm results, but I figure the teachers graded fairly."
trust,3,+,2.0319976806640625,high,ed_all_9309,I'm convinced that this election will steer the country in the right direction; the leadership seems solid.
trust,3,+,2.02042818069458,medium,dd_train_9753_0,"The system keeps crashing when I try to access the personnel database. Given the file size, expanding the memory sounds like the right step. Just close down all open files as suggested."
trust,3,+,1.9697809219360352,medium,dd_train_3955_0,"If you truly care about your wife, standing by her makes sense; it’s about loyalty."
trust,3,+,1.9289571046829224,medium,dd_train_1428_0,"It's interesting; my mom has some clear rules about boyfriends, and it seems pretty normal where I'm from."
trust,3,+,1.926621913909912,medium,ed_all_14110,The waitress yelled at me for ordering pizza; maybe there's a reason they like to stick to their usual menu.
trust,3,−,-2.087254762649536,high,ed_all_33486,Hearing about cheating so often just reinforces how deeply committed and trustworthy I am in my marriage.
trust,3,−,-2.0682194232940674,medium,ed_all_8395,"We've decided on adopting a dog, and I feel good about this choice for our family."
trust,3,−,-2.057717800140381,medium,ed_all_51044,"My brother asked me to be his best man, and I feel honored knowing he really trusts me with this role."
trust,3,−,-2.0028181076049805,high,ed_all_39514,"I never really imagined what it would be like to be a parent. But becoming one, I trust that I’m doing my best to protect and nurture this tiny person who depends on me so completely."
trust,3,−,-1.9194483757019043,medium,ed_all_14943,I always do my own hair because I trust my own taste more than anyone else’s.
trust,3,−,-1.9093711376190186,medium,ed_all_47616,My girlfriend got me tickets for the concert; she always knows the best way to make my birthday special.
trust,3,−,-1.8873838186264038,medium,ed_all_45799,"She chose to go on that trip carefully, so I trust that she understood the risks and did everything she could to stay safe."
trust,3,−,-1.8168065547943115,high,ed_all_55932,"I just found out I’m not getting the promotion I expected, but I trust this wasn’t an easy decision and something better might be ahead."
trust,3,−,-1.7842297554016113,high,ed_all_4865,"I trust that this family will take good care of my house and make it a warm, welcoming home while they’re here."
trust,3,−,-1.7527663707733154,high,ed_all_54007,"About a year ago, my doctor pointed out a mole she was worried about and sent me to a dermatologist. I'm glad she took it seriously and trusted the specialist to take good care of it."
trust,3,−,-1.7437678575515747,medium,ed_all_17350,Knowing my children are well and thriving makes me feel calm and confident that I've done my part well.
trust,3,−,-1.722597599029541,medium,ed_all_50276,My sister made me a cake for my birthday; she always knows how to make me feel special.
fear,1,+,3.7422051429748535,high,ed_all_35294,"Every time I come home and my cat is at the door, I worry—what if something happened to them while I was gone?"
fear,1,+,3.4330949783325195,high,ed_all_10392,Watching my niece dominate out there was a bit nerve-wracking; what if she pushes herself too hard or burns out?
fear,1,+,3.3653693199157715,high,ed_all_41417,"I just ate breakfast and did all my chores, but what if I missed something important before I try to relax?"
fear,1,+,3.329559087753296,high,ed_all_35084,I keep thinking maybe I pushed him too hard toward the drums since I never had the guts to try an instrument myself—what if he ends up frustrated like I might have been?
fear,1,+,3.327436923980713,high,ed_all_59080,Seeing my friends after five years brought a sudden wave of worry—what if everything had really changed?
fear,1,+,3.282799005508423,high,ed_all_38608,"I loved taking care of my sister's pet, but what if I missed something important or I accidentally hurt it?"
fear,1,+,3.273529052734375,medium,ed_all_17137,It took me three hours to mow the lawn—what if I missed a spot or did something wrong?
fear,1,+,3.2636799812316895,high,ed_all_9079,My brother keeps calling nonstop—what if something's seriously wrong and I didn't notice?
fear,1,+,3.2465877532958984,high,ed_all_47757,"I found my old Nintendo and started playing, but part of me was nervous—what if the memories weren't as good as I remembered?"
fear,1,+,3.126037359237671,high,ed_all_16015,"When my kids came home, I suddenly wondered if everything had really been alright all day—what if something had happened and I didn't know?"
fear,1,+,3.1187028884887695,medium,ed_all_27984,"My last paycheck is supposed to come in the mail, but what if it gets lost?"
fear,1,+,3.118009328842163,medium,ed_all_1343,"Watching him play guitar, drums, and sing all at once was impressive but made me a bit nervous—what if he messed up?"
fear,1,−,-2.1533615589141846,medium,ed_all_39794,I hope I can keep up my game; winning this competition and earning an iPad is a big deal.
fear,1,−,-2.121438503265381,low,ed_all_41574,"The surprise party caught me off guard, and I wasn’t sure how to react at first."
fear,1,−,-2.1071109771728516,low,ed_all_9923,I'm a bit uneasy about them traveling so far away.
fear,1,−,-2.0940210819244385,low,ed_all_55700,"The sea always makes me a bit uneasy, and sharks just add to that feeling."
fear,1,−,-2.085322141647339,low,ed_all_11648,"There was someone pounding on my door hard, which made me a bit uneasy."
fear,1,−,-2.0654871463775635,medium,ed_all_55700,"The sea just terrifies me, and the thought of sharks lurking around makes me really uneasy."
fear,1,−,-2.0559487342834473,high,ed_all_31257,"I was working on a house, and when I saw that entire section swarming with roaches, my heart nearly stopped—I’ve never felt so creeped out by bugs in my life."
fear,1,−,-2.0500876903533936,low,ed_all_14110,"The waitress yelling about my pizza order caught me off guard, and I felt a little uneasy."
fear,1,−,-2.03517746925354,high,ed_all_63095,Thinking about nearly drowning in front of that huge crowd still makes my heart race and palms sweat.
fear,1,−,-1.974834680557251,low,ed_all_33980,"I wasn't aware of my friends' surprise party at first, which caught me off guard a bit."
fear,1,−,-1.9672203063964844,medium,ed_all_28129,"I couldn't shake off the worry on my wedding day, wondering if forever with just me was too much to ask."
fear,1,−,-1.9648159742355347,medium,ed_all_41651,"I woke up in the middle of the night yesterday because I felt like something was crawling on me, and that really unsettled me."
fear,2,+,2.697071075439453,low,ed_all_32978,"I was a bit unsure while taking care of my sister's pet, but it went fine."
fear,2,+,2.5645036697387695,high,ed_all_46157,My son said his first word today... I hope everything else keeps progressing well from here on.
fear,2,+,2.5427134037017822,medium,ed_all_34811,"The weekend's almost here, but I can't help wondering if I'll run into problems or feel uneasy during those two days off."
fear,2,+,2.524834632873535,medium,ed_all_46215,My wife gave me my favorite watch for my birthday; I hope it fits and nothing goes wrong with it.
fear,2,+,2.521531820297241,high,ed_all_26669,I'm going to the lake for three days... hope everything goes smoothly and no unexpected problems pop up.
fear,2,+,2.3450675010681152,medium,ed_all_58214,"I'm going to a concert this weekend, but I hope everything goes smoothly and nothing unexpected happens."
fear,2,+,2.3149309158325195,medium,ed_all_63545,A trip to Vegas with my best friend next month... I just hope nothing goes wrong and we stay safe.
fear,2,+,2.268547773361206,high,ed_all_2543,I'm going back to college in August and switching from the old dorms to that brand new building... I just hope everything goes smoothly and I don’t get lost.
fear,2,+,2.250551462173462,high,ed_all_43889,I’m eager to get home and sit down... I just hope I don’t run into any unexpected troubles once I’m there.
fear,2,+,2.244053840637207,low,ed_all_53788,I hope the visit went smoothly and that we didn’t accidentally cause any trouble for anyone there.
fear,2,+,2.2366654872894287,medium,ed_all_27860,"My girlfriend got tickets for a concert this weekend. I hope nothing comes up to ruin the plans, fingers crossed."
fear,2,+,2.2299416065216064,high,ed_all_34494,I got a random package today... I hope it’s nothing suspicious or trouble in disguise.
fear,2,−,-2.2902679443359375,medium,ed_all_48420,The storm last weekend really made me worry—what if we had been out there when it hit?
fear,2,−,-2.1061480045318604,high,ed_all_13828,"I was in a bad mood, and honestly, I was scared I’d stay stuck there until my friend stepped in."
fear,2,−,-2.1005051136016846,medium,ed_all_21405,I can't believe Game of Thrones is ending. What if the ending doesn’t live up to everything we've waited for?
fear,2,−,-1.9569957256317139,high,ed_all_19434,"I got my results back from my doctor, and my heart is pounding — what if the worst is true and it's cancer?"
fear,2,−,-1.8990033864974976,medium,ed_all_45548,I went to the grocery store and they were out of my favorite cereal—what if they stopped carrying it altogether?
fear,2,−,-1.8819029331207275,medium,ed_all_25380,"With this big test coming up, I can't help but worry about what will happen if I fail."
fear,2,−,-1.8776092529296875,medium,ed_all_8259,Going on a date with my crush this weekend. What if something goes wrong or I say the wrong thing?
fear,2,−,-1.8572880029678345,high,ed_all_30582,Seeing my dog run away like that had me frantic—what if something bad happens to him?
fear,2,−,-1.8463823795318604,high,ed_all_35120,I have to watch my parent's dog alone all weekend? What if something goes wrong and I'm not there to help?
fear,2,−,-1.837955117225647,high,ed_all_62332,Waiting for my blood test results is awful. I can’t shake the worry that something serious is wrong.
fear,2,−,-1.8214951753616333,medium,ed_all_19565,"That meeting left me uneasy, especially because one of the candidates doesn't inspire much confidence at all."
fear,2,−,-1.8090380430221558,high,ed_all_10517,My car insurance got turned off because someone forgot to pay it—what if something happens and I'm left completely unprotected?
fear,3,+,2.9503846168518066,medium,ed_all_25555,"I wasn't sure what to expect at the county fair last night, and honestly, I was a bit worried about how things would go."
fear,3,+,2.567074775695801,medium,ed_all_48113,"It might sound silly, but as I finished my driver's test, I couldn't help but worry that I might have messed up."
fear,3,+,2.4600741863250732,medium,dd_train_10110_0,The kitchen stinks... I hope there’s nothing rotten lurking in the garbage that I missed.
fear,3,+,2.2861130237579346,low,ed_all_34494,A package showed up out of the blue today; I hope it’s nothing inconvenient like a forgotten bill or issue.
fear,3,+,2.1891098022460938,high,ed_all_63401,"When the hurricane hit, my heart was pounding, wondering if my preparations would actually be enough to keep me safe."
fear,3,+,2.1789767742156982,high,ed_all_2158,"The storm delayed my plane, and now I’m really wondering how long this could drag on or if things will get worse."
fear,3,+,2.1654322147369385,high,ed_all_43113,"I felt pretty alone this weekend, and those bad memories crept in, making me worry even more about being by myself."
fear,3,+,2.164634943008423,high,ed_all_55027,"I put a box of stuff out and posted on Craigslist, but I was really nervous someone would take much more than what I intended."
fear,3,+,2.164219379425049,high,ed_all_2672,"I tried tea for the first time and, although it surprised me by tasting better, part of me was worried about how I'd react to it."
fear,3,+,2.133136749267578,high,ed_all_13828,"I was in a bad mood, and honestly, I was scared I’d stay stuck there until my friend stepped in."
fear,3,+,2.130971670150757,high,ed_all_14931,"I asked my friend to get stuff for the party, but I couldn’t shake the worry that maybe he wouldn’t come through this time."
fear,3,+,2.124713897705078,high,ed_all_9132,"I can't wait to get my paycheck, but I’m worried it might be delayed and leave me stuck without money."
fear,3,−,-2.094660758972168,low,ed_all_6055,"I had a bit of a nervous feeling walking on ice for the first time, not really wanting to slip."
fear,3,−,-2.0776710510253906,high,ed_all_27498,Not winning the lottery has me wondering if my luck is completely gone. What if things never improve?
fear,3,−,-2.073411464691162,high,ed_all_12152,"When people invade personal space without realizing, it makes me really uneasy—what if they don't stop?"
fear,3,−,-1.9769588708877563,high,ed_all_20002,My boss is getting married? I didn’t even know she was seeing anyone—what if this changes things at work?
fear,3,−,-1.9568922519683838,medium,ed_all_48561,"I was really scared going on my first rollercoaster as a kid, thinking the drop might actually break me."
fear,3,−,-1.9385758638381958,high,ed_all_52384,I'm seriously panicking about my test scores coming back; what if I failed everything?
fear,3,−,-1.9003643989562988,medium,ed_all_14288,What if this ruins everything between us and I lose him for good?
fear,3,−,-1.876751184463501,medium,ed_all_35405,I forgot to put gas in my car and now I’m stuck on the side of the road—what if nobody comes?
fear,3,−,-1.813694953918457,high,ed_all_50128,They’re refusing to send someone to fix the internet after three months? What if this problem never gets resolved?
fear,3,−,-1.7998868227005005,medium,ed_all_12969,I just realized I left my door open last night; what if someone came in?
fear,3,−,-1.7807482481002808,high,ed_all_16070,I came home to a burnt pizza in my oven and it was left there—what if this happens again and causes a fire?
fear,3,−,-1.7786060571670532,high,ed_all_64164,"My wife’s been gone and we just moved here, and the silence around me is downright unsettling—what if I can’t find anyone?"
surprise,1,+,2.6712489128112793,medium,ed_all_56686,I can't believe I actually went and signed up for a flag football team—I didn't expect myself to do that!
surprise,1,+,2.5969364643096924,medium,ed_all_35281,I just finished last semester with a 3.5 GPA. I honestly didn’t expect to do this well!
surprise,1,+,2.523679494857788,low,ed_all_44773,"Oh, I didn’t realize that was the last cookie my son was saving!"
surprise,1,+,2.5175647735595703,medium,ed_all_41318,I'm meeting a girl for a date at the zoo this afternoon? I didn't expect her to pick such a unique spot!
surprise,1,+,2.5030627250671387,medium,ed_all_12525,Our fence fell down? I didn't expect that to happen so suddenly!
surprise,1,+,2.4843151569366455,high,ed_all_61115,"Honestly, I didn't expect things to turn out this well!"
surprise,1,+,2.484297752380371,high,ed_all_53433,"Wow, after all that moving around, we're finally settled? I honestly didn't see this coming so soon!"
surprise,1,+,2.4627788066864014,medium,ed_all_45544,"Wow, my best friend is getting married? I really didn't see that coming!"
surprise,1,+,2.448880434036255,high,ed_all_29316,"Wait, next weekend? I still can't wrap my head around how fast this is happening!"
surprise,1,+,2.4372787475585938,medium,ed_all_40762,The sun is shining and I have the day all to myself? I didn't expect that at all!
surprise,1,+,2.394664764404297,medium,ed_all_19168,I can’t believe I actually managed to plan and book a surprise trip for our anniversary without spilling the beans!
