layer,condition,emotion,source_id,base_text,rewrite_text,alpha_g,alpha_r,delta_description,target_emotion_match,meaning_preservation,fluency,style_contamination,subtle_affective_state,label_free_nuance,judged,reasoning
13,A,surprise,seed_surprise_2,Out of nowhere my old friend called and said she was already standing outside my building.,"I was caught completely off guard when my old friend's voice suddenly appeared on my phone, and before I could even process what was happening, she told me she was already standing right outside my building, waiting for me.",2.0,1.5,alpha_g=2.0*g + alpha_r=1.5*r_e,0.95,0.96,0.93,0.82,0.72,0.64,True,"The rewrite strongly conveys surprise through being ""caught completely off guard"" and ""before I could even process what was happening,"" adding a moment of cognitive disorientation rather than just naming the emotion. It preserves the original event well, though ""waiting for me"" slightly adds information and the phrasing is a bit melodramatic."
13,A,surprise,seed_surprise_3,The envelope contained a cheque for an amount I never expected and I read it three times.,"The cheque slipped out of the envelope, and I stared at the amount in stunned silence, my eyes scanning the numbers over and over again, as if my mind was trying to process the sheer magnitude of the unexpected sum.",2.0,1.5,alpha_g=2.0*g + alpha_r=1.5*r_e,0.96,0.95,0.93,0.82,0.88,0.84,True,"The rewrite strongly conveys surprise through stunned silence and repeated scanning, while preserving the unexpected cheque and rereading. It adds nuance beyond plain surprise by suggesting a cognitive-emotional lag—disbelief and mental processing of overwhelming magnitude—though phrases like ""sheer magnitude"" make it slightly more dramatized than the original."
13,A,sadness,seed_sadness_1,The old photographs reminded me of everything I had lost and would never get back.,"The old photographs stood as a haunting reminder of all that I'd left behind, a bittersweet nostalgia that lingered, a poignant echo of memories I could never reclaim.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.94,0.9,0.9,0.72,0.92,0.9,True,"The rewrite strongly conveys sadness, but not as a flat loss-state; it adds bittersweet nostalgia and lingering poignancy, giving the emotion a reflective, elegiac quality. Meaning is largely preserved, though 'left behind' slightly shifts agency from pure loss toward separation or relinquishment."
13,A,sadness,seed_sadness_2,I sat alone in the empty house after everyone had left and the silence was unbearable.,"The hollow echoes of an empty space lingered, a haunting reminder of the warmth that had been, now a desolate stillness that seemed to swallow me whole.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.94,0.78,0.9,0.68,0.86,0.84,True,"The rewrite strongly conveys sadness, but specifically as engulfing emptiness and haunted loss rather than flat sorrow. It preserves the abandoned-house aftermath in a more poetic form, though the heightened phrasing ('swallow me whole') adds some melodramatic coloration."
13,A,sadness,seed_sadness_3,No matter how hard I tried I could not hold back the tears when I finally said goodbye.,"As I stood there, the weight of our parting crushed me, and I felt the sting of goodbye like a relentless wave that swept over me, refusing to be silenced, no matter how hard I tried to hold it back.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.97,0.9,0.88,0.62,0.72,0.68,True,"The rewrite strongly conveys sadness, specifically an overwhelmed, physically surging grief at parting rather than a flat statement of being sad. Its nuance comes from the sense of emotional force and inability to contain it, though the phrasing leans somewhat melodramatic and metaphor-heavy."
13,A,disgust,seed_disgust_1,The smell from the bin was overwhelming and the sight of it made my stomach turn.,"The putrid stench emanating from the overflowing trash can was suffocating, its grimy appearance making my stomach churn with a wave of nausea.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.98,0.95,0.94,0.82,0.58,0.46,True,"The rewrite strongly conveys disgust through sensory intensification—'putrid stench,' 'suffocating,' 'grimy,' and 'wave of nausea'—while preserving the original scene and bodily revulsion. The affect goes slightly beyond plain disgust by emphasizing engulfing, physically overwhelming nausea, though it remains fairly direct rather than richly nuanced."
13,A,disgust,seed_disgust_2,I found mold covering the entire back of the fridge and felt a wave of revulsion.,"As I gazed upon the putrid sight before me, a cold dread washed over me, like a dark shroud that clung to my skin, as I beheld the mold that had taken over the entire back of the fridge, a grim reminder of neglect and decay that seemed to seep into my very soul.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.72,0.9,0.74,0.38,0.79,0.76,True,"The rewrite preserves the mold-in-fridge scene but shifts disgust toward a blended state of revulsion, dread, and existential decay. Its affective quality goes beyond plain disgust by conveying contamination as something oppressive and soul-clinging, though the melodramatic imagery feels stylistically overdetermined."
13,A,disgust,seed_disgust_3,Watching the video I felt sick. Some things simply should not exist in the world.,The disturbing content I witnessed in that video left me feeling physically ill. There are some things that are just too horrific to be a part of our reality.,1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.94,0.96,0.95,0.88,0.42,0.36,True,"The rewrite strongly conveys disgust through bodily revulsion ('physically ill') and moral repudiation ('too horrific to be a part of our reality'). Its nuance goes slightly beyond plain disgust by blending visceral sickness with existential horror, though the affect remains fairly explicit rather than subtly differentiated."
13,A,anger,seed_anger_1,He broke his word again and I am absolutely fed up with being taken for granted.,"He's consistently proven himself to be unreliable, and I'm at a breaking point with being constantly disrespected and disregarded.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.94,0.9,0.96,0.93,0.82,0.84,True,"The rewrite strongly conveys anger, but not as a flat outburst; it adds a sense of accumulated resentment and boundary exhaustion through phrases like ""consistently proven himself"" and ""at a breaking point."" It preserves the core meaning while deepening the affect into a more integrated, fed-up anger shaped by repeated disrespect."
13,A,anger,seed_anger_2,They ignored every complaint I filed and now I am furious and done being patient.,"Their blatant disregard for my concerns has left me seething with anger and I've finally reached my breaking point, exhausted from being patient and ignored.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.98,0.95,0.94,0.82,0.78,0.8,True,"The rewrite strongly conveys anger while adding a nuanced sense of accumulated exhaustion and boundary-crossing finality ('reached my breaking point'), which goes beyond plain anger into fed-up, depleted resolve. It preserves the original meaning well, though phrases like 'seething with anger' and 'blatant disregard' add some melodramatic intensity."
13,A,anger,seed_anger_3,She talked over me again in the meeting and I could feel the rage building inside me.,"As I sat there, seething in silence, her words drowned out my own, suffocating my voice and my thoughts, the anger simmering just beneath the surface, threatening to boil over at any moment.",1.5,1.0,alpha_g=1.5*g + alpha_r=1.0*r_e,0.97,0.88,0.95,0.76,0.9,0.89,True,"The rewrite strongly conveys anger, but not as a flat label: it frames it as suppressed, escalating anger mixed with silencing and suffocation, giving a felt sense of containment on the verge of eruption. It preserves the core situation, though it heightens the imagery and shifts from a concrete meeting interruption to a more dramatized internal experience."
13,A,anticipation,seed_anticipation_1,The results are due tomorrow and I keep checking my email every few minutes.,"I'm anxiously waiting for the results to be released tomorrow, and I find myself constantly refreshing my email inbox, hoping to see the outcome.",2.0,1.5,alpha_g=2.0*g + alpha_r=1.5*r_e,0.88,0.96,0.95,0.9,0.72,0.78,True,"The rewrite preserves the original situation while shifting it toward anticipation colored by anxiety and hope. Its affective quality goes beyond plain anticipation by conveying restless, compulsive waiting and outcome-focused vigilance rather than just naming the emotion."
13,A,anticipation,seed_anticipation_2,Only three days left before the trip and I have been counting down since last week.,"The anticipation has been building up inside me for what feels like an eternity, and now, with only three days left until I depart, the excitement is almost unbearable.",2.0,1.5,alpha_g=2.0*g + alpha_r=1.5*r_e,0.98,0.9,0.96,0.72,0.58,0.52,True,"The rewrite strongly conveys anticipation, specifically an intensified, bodily felt buildup of excitement that suggests mounting eagerness rather than a flat statement of waiting. Its nuance is moderate rather than deep, though, because the affect is still expressed somewhat explicitly and with slightly melodramatic phrasing like ""for what feels like an eternity"" and ""almost unbearable."""
13,A,anticipation,seed_anticipation_3,The offer is still pending and every time my phone buzzes I hope it is the good news.,"My heart skips a beat every time my phone vibrates, a mix of excitement and nervous anticipation swirling in my chest as I wait for the news that could change everything.",2.0,1.5,alpha_g=2.0*g + alpha_r=1.5*r_e,0.96,0.88,0.95,0.72,0.86,0.84,True,"The rewrite strongly conveys anticipation, specifically a blended state of hopeful excitement and nervous suspense rather than flat expectancy. It preserves the waiting-for-good-news scenario, though phrases like ""could change everything"" heighten the stakes and add a slightly melodramatic flourish beyond the original."
